chr1	0	0	1068574	1068574	200616	0.469761989929
chr1	1068616	1068616	1310767	242151	200289	0.611954474875
chr1	1310818	1310818	1614722	303904	200852	0.577203402379
chr1	1614758	1614758	1959250	344492	202386	0.531450566485
chr1	1959254	1959254	2201496	242242	200004	0.567318766693
chr1	2201566	2201566	2435453	233887	203183	0.583437371733
chr1	2435469	2435469	2752127	316658	200009	0.609994508512
chr1	2752223	2752223	2994045	241822	200015	0.570909301431
chr1	2994050	2994050	3208391	214341	201692	0.569169831391
chr1	3208468	3208468	3421870	213402	201141	0.567480307212
chr1	3421873	3421873	3637551	215678	200930	0.602942335601
chr1	3637607	3637607	3875763	238156	200051	0.546404262734
chr1	3875851	3875851	4120179	244328	201588	0.503689697089
chr1	4120184	4120184	4363766	243582	201430	0.47584191015
chr1	4363768	4363768	4591639	227871	200002	0.46603795113
chr1	4591683	4591683	4807899	216216	200026	0.516453377857
chr1	4807901	4807901	5042184	234283	200161	0.44364958768
chr1	5042271	5042271	5280684	238413	200127	0.430725544641
chr1	5280703	5280703	5502867	222164	201469	0.479431953728
chr1	5502871	5502871	5741363	238492	201703	0.470512761381
chr1	5741371	5741371	5967681	226310	200100	0.511994556164
chr1	5967684	5967684	6200257	232573	200252	0.549726108679
chr1	6200262	6200262	6466520	266258	200049	0.553821654855
chr1	6466523	6466523	6735348	268825	200034	0.515344497928
chr1	6735491	6735491	6975683	240192	200235	0.450258750255
chr1	6975685	6975685	7204335	228650	200071	0.469300374807
chr1	7204341	7204341	7437569	233228	201252	0.465280904176
chr1	7437571	7437571	7663277	225706	200531	0.535100816545
chr1	7663290	7663290	7909622	246332	200020	0.452038500729
chr1	7909796	7909796	8189504	279708	200001	0.446160116407
chr1	8189507	8189507	8451140	261633	201581	0.477743718324
chr1	8451285	8451285	8705697	254412	201832	0.406044502443
chr1	8705699	8705699	8996766	291067	200002	0.453004109005
chr1	8996768	8996768	9266816	270048	200124	0.498272535725
chr1	9266819	9266819	9528924	262105	200071	0.516321640863
chr1	9528926	9528926	9820018	291092	200691	0.497452704119
chr1	9820023	9820023	10124392	304369	200005	0.473341656536
chr1	10124407	10124407	10407668	283261	200130	0.433771561311
chr1	10407684	10407684	10661398	253714	200103	0.477240210472
chr1	10661402	10661402	10883982	222580	200225	0.545495797036
chr1	10883985	10883985	11169641	285656	200426	0.48740972565
chr1	11169648	11169648	11433278	263630	200128	0.478449044308
chr1	11433287	11433287	11666299	233012	200007	0.51950749529
chr1	11666301	11666301	11925591	259290	200023	0.519721085576
chr1	11925642	11925642	12192247	266605	200378	0.520378386083
chr1	12192251	12192251	12442573	250322	200124	0.431702240705
chr1	12442590	12442590	12688066	245476	200093	0.478317724267
chr1	12688069	12688069	13488018	799949	200215	0.456342422828
chr1	13488051	13488051	13749980	261929	200383	0.44652769824
chr1	13749982	13749982	13985951	235969	200001	0.44179344832
chr1	13985954	13985954	14221123	235169	201445	0.422885572139
chr1	14221125	14221125	14464520	243395	200583	0.424452332824
chr1	14464523	14464523	14692645	228122	200069	0.445991855271
chr1	14692719	14692719	14927436	234717	201447	0.483333191319
chr1	14927438	14927438	15165858	238420	200142	0.510257066282
chr1	15165922	15165922	15412421	246499	201861	0.476077079108
chr1	15412423	15412423	15694739	282316	200065	0.471023707393
chr1	15694803	15694803	15977611	282808	200003	0.488640743399
chr1	15977688	15977688	16237419	259731	200319	0.548111129934
chr1	16237426	16237426	16616092	378666	200101	0.465826174449
chr1	16616122	16616122	17095435	479313	201055	0.500405297754
chr1	17095437	17095437	17338069	242632	200047	0.496222690236
chr1	17338071	17338071	17615023	276952	200484	0.513733377143
chr1	17615026	17615026	17837341	222315	200072	0.516242645604
chr1	17837343	17837343	18062088	224745	200571	0.485063137942
chr1	18062111	18062111	18280422	218311	200063	0.496811902232
chr1	18280425	18280425	18504708	224283	200044	0.486771236468
chr1	18504717	18504717	18734997	230280	200946	0.499728592459
chr1	18734999	18734999	18956712	221713	200406	0.516011618572
chr1	18956717	18956717	19186945	230228	200994	0.465514770077
chr1	19186959	19186959	19440133	253174	202476	0.488428952306
chr1	19440135	19440135	19713549	273414	200199	0.475156812903
chr1	19713632	19713632	19965247	251615	200033	0.458937428462
chr1	19965251	19965251	20225715	260464	201829	0.461025473672
chr1	20225757	20225757	20449639	223882	200279	0.485088193387
chr1	20449652	20449652	20710057	260405	200028	0.493725182983
chr1	20710067	20710067	20968656	258589	200095	0.416265130129
chr1	20968660	20968660	21245337	276677	200442	0.419122590159
chr1	21245339	21245339	21549455	304116	202328	0.489791757777
chr1	21549457	21549457	21805679	256222	200234	0.490002849081
chr1	21805685	21805685	22098756	293071	200638	0.508625866681
chr1	22098760	22098760	22327582	228822	200424	0.510158506793
chr1	22327585	22327585	22559841	232256	200733	0.465475744542
chr1	22559847	22559847	22785842	225995	200768	0.523628736792
chr1	22785845	22785845	23034902	249057	200280	0.488922259072
chr1	23034904	23034904	23296459	261555	200247	0.435983116426
chr1	23296462	23296462	23561494	265032	200902	0.473039206438
chr1	23561504	23561504	23844212	282708	200088	0.477763353837
chr1	23844218	23844218	24132710	288492	200041	0.471560835098
chr1	24132723	24132723	24378159	245436	200143	0.478363082991
chr1	24378164	24378164	24635734	257570	200498	0.445647996087
chr1	24635761	24635761	24915133	279372	200823	0.454267234128
chr1	24915427	24915427	25135848	220421	200175	0.515048407146
chr1	25135879	25135879	25493682	357803	200040	0.449774178042
chr1	25493684	25493684	25745320	251636	203843	0.488318490524
chr1	25745328	25745328	25996389	251061	200021	0.48868805315
chr1	25996391	25996391	26260207	263816	200520	0.48728853713
chr1	26260257	26260257	26538229	277972	200213	0.493429217946
chr1	26538233	26538233	26826947	288714	200176	0.470498588574
chr1	26826954	26826954	27113913	286959	200301	0.504826456649
chr1	27113915	27113915	27401561	287646	201273	0.492965335985
chr1	27401563	27401563	27657142	255579	200650	0.503807027154
chr1	27657306	27657306	27952566	295260	200087	0.457402095096
chr1	27952568	27952568	28234628	282060	200087	0.436565140165
chr1	28234674	28234674	28567872	333198	200763	0.455787682436
chr1	28568032	28568032	28893510	325478	200075	0.476027639264
chr1	28893512	28893512	29172045	278533	200294	0.429006871693
chr1	29172047	29172047	29418006	245959	200022	0.493466417304
chr1	29418009	29418009	29643990	225981	200103	0.479931366432
chr1	29643996	29643996	29871499	227503	200547	0.476532280751
chr1	29871501	29871501	30097015	225514	200166	0.479435957697
chr1	30097022	30097022	30325039	228017	200082	0.475159855801
chr1	30325041	30325041	30572801	247760	200896	0.473097057245
chr1	30572803	30572803	30800924	228121	200301	0.504686089023
chr1	30800939	30800939	31037437	236498	200247	0.461431126559
chr1	31037443	31037443	31346705	309262	200721	0.460310480077
chr1	31346718	31346718	31609679	262961	200126	0.466162411299
chr1	31609682	31609682	31826424	216742	200272	0.533742727562
chr1	31826599	31826599	32118514	291915	200108	0.453712711876
chr1	32118517	32118517	32397480	278963	200130	0.489073858993
chr1	32397483	32397483	32723563	326080	200023	0.453368948206
chr1	32723571	32723571	32994531	270960	200121	0.483523459096
chr1	32994671	32994671	33253143	258472	200212	0.463444924615
chr1	33253146	33253146	33481333	228187	200619	0.471361333637
chr1	33481336	33481336	33710385	229049	201435	0.445291421087
chr1	33710412	33710412	33934159	223747	203547	0.452357116041
chr1	33934161	33934161	34161541	227380	200210	0.453806606533
chr1	34161543	34161543	34384969	223426	200107	0.44086882964
chr1	34384978	34384978	34616337	231359	200424	0.431254322268
chr1	34616350	34616350	34844744	228394	201163	0.467645964229
chr1	34844746	34844746	35110379	265633	200182	0.439254764074
chr1	35110383	35110383	35405544	295161	200476	0.408667104844
chr1	35405546	35405546	35657201	251655	200440	0.434847569698
chr1	35657208	35657208	35929884	272676	200411	0.444955020042
chr1	35929893	35929893	36199072	269179	200035	0.452225276766
chr1	36199110	36199110	36472466	273356	200979	0.480273049529
chr1	36472468	36472468	36702637	230169	200420	0.485280444889
chr1	36702643	36702643	36921620	218977	200211	0.485971193453
chr1	36921625	36921625	37135209	213584	200252	0.500390945057
chr1	37135211	37135211	37363292	228081	200735	0.455397620154
chr1	37363296	37363296	37627411	264115	200716	0.471220978661
chr1	37627454	37627454	37877065	249611	200019	0.480946428858
chr1	37877068	37877068	38140556	263488	200066	0.490881972302
chr1	38140558	38140558	38366852	226294	200082	0.457597383946
chr1	38366867	38366867	38599446	232579	200048	0.432186774443
chr1	38599448	38599448	38837685	238237	200403	0.449441314988
chr1	38837687	38837687	39148417	310730	200579	0.449813504285
chr1	39148419	39148419	39406467	258048	200297	0.418951439455
chr1	39406509	39406509	39673156	266647	200777	0.47657586031
chr1	39673158	39673158	39950247	277089	200053	0.472582915298
chr1	39950251	39950251	40224882	274631	200007	0.428715517492
chr1	40224925	40224925	40492036	267111	200213	0.431362125251
chr1	40492039	40492039	40760176	268137	200006	0.440012232507
chr1	40760179	40760179	41005812	245633	200004	0.48829152316
chr1	41005872	41005872	41263812	257940	200011	0.408531408345
chr1	41263814	41263814	41483113	219299	200131	0.502649338805
chr1	41483129	41483129	41702921	219792	200413	0.501244352641
chr1	41702924	41702924	41921253	218329	200211	0.46767736912
chr1	41921362	41921362	42165483	244121	200126	0.415017900886
chr1	42165485	42165485	42412387	246902	200030	0.405203662977
chr1	42412390	42412390	42676592	264202	200128	0.404253547462
chr1	42676613	42676613	42933034	256421	201047	0.44867445071
chr1	42933037	42933037	43197067	264030	200519	0.457105415652
chr1	43197147	43197147	43437950	240803	200015	0.483642298301
chr1	43437952	43437952	43678952	241000	200055	0.500852693557
chr1	43678958	43678958	43922077	243119	201591	0.444595261599
chr1	43922121	43922121	44169359	247238	200254	0.487483770764
chr1	44169362	44169362	44397410	228048	200171	0.459835386255
chr1	44397419	44397419	44633266	235847	200798	0.464201519623
chr1	44633268	44633268	44905632	272364	200380	0.488693481174
chr1	44905636	44905636	45206719	301083	200920	0.416252607246
chr1	45206722	45206722	45509005	302283	200800	0.437442934459
chr1	45509011	45509011	45812638	303627	200007	0.44087172461
chr1	45812648	45812648	46078247	265599	200988	0.410640060241
chr1	46078288	46078288	46362971	284683	200683	0.461336077897
chr1	46362980	46362980	46600909	237929	200608	0.51022989955
chr1	46600911	46600911	46888817	287906	200010	0.426464101255
chr1	46888933	46888933	47243247	354314	200622	0.429324188928
chr1	47243259	47243259	47503911	260652	200024	0.447752375764
chr1	47503913	47503913	47724255	220342	200744	0.476139473457
chr1	47724261	47724261	47936735	212474	200769	0.488344511119
chr1	47936737	47936737	48180926	244189	200672	0.436684548917
chr1	48180928	48180928	48447492	266564	200006	0.398765779453
chr1	48447509	48447509	48675683	228174	200895	0.425528651255
chr1	48675687	48675687	48891949	216262	201478	0.425098144389
chr1	48891974	48891974	49138031	246057	202154	0.394220061937
chr1	49138033	49138033	49379484	241451	200603	0.381409141361
chr1	49379890	49379890	49643441	263551	200002	0.375151772705
chr1	49643443	49643443	49911748	268305	200079	0.364740259256
chr1	49911765	49911765	50158054	246289	200909	0.382350075115
chr1	50158057	50158057	50392237	234180	200100	0.438468535022
chr1	50392241	50392241	50632539	240298	200267	0.395428195706
chr1	50632541	50632541	50908734	276193	200008	0.378878614307
chr1	50908900	50908900	51185697	276797	200070	0.395895201555
chr1	51185699	51185699	51452593	266894	200047	0.429401075329
chr1	51452597	51452597	51716857	264260	200037	0.404887592191
chr1	51716862	51716862	51961011	244149	200236	0.405078844972
chr1	51961015	51961015	52252248	291233	200065	0.425321219363
chr1	52252276	52252276	52515373	263097	200202	0.41051243263
chr1	52515375	52515375	52802679	287304	200012	0.436609178399
chr1	52802702	52802702	53082105	279403	201121	0.430115531632
chr1	53082132	53082132	53310199	228067	200017	0.487473034358
chr1	53310202	53310202	53539211	229009	200331	0.502471507794
chr1	53539215	53539215	53758210	218995	200043	0.492419952876
chr1	53758213	53758213	54021845	263632	200227	0.431975511412
chr1	54021847	54021847	54262089	240242	200894	0.47155172055
chr1	54262091	54262091	54511323	249232	200538	0.502798586062
chr1	54511325	54511325	54774652	263327	200009	0.4867617572
chr1	54774654	54774654	55030927	256273	200709	0.477781593139
chr1	55030929	55030929	55258683	227754	200035	0.41041909069
chr1	55258698	55258698	55500128	241430	200206	0.425450749904
chr1	55500130	55500130	55728261	228131	200030	0.411064646783
chr1	55728265	55728265	55962461	234196	201510	0.395098997852
chr1	55962464	55962464	56195625	233161	200357	0.39068544617
chr1	56195627	56195627	56428713	233086	200000	0.405874201478
chr1	56428715	56428715	56666748	238033	200954	0.418158750431
chr1	56666750	56666750	56890566	223816	200808	0.389304655142
chr1	56890568	56890568	57107085	216517	201430	0.423895472894
chr1	57107352	57107352	57326090	218738	201214	0.406923319573
chr1	57326099	57326099	57548917	222818	200423	0.39992550007
chr1	57548919	57548919	57788140	239221	200012	0.400711473025
chr1	57788144	57788144	58008175	220031	200023	0.408736002036
chr1	58008188	58008188	58240875	232687	200106	0.416364402118
chr1	58240879	58240879	58473251	232372	200509	0.422988040779
chr1	58473574	58473574	58716249	242675	200694	0.397464108523
chr1	58716252	58716252	58935379	219127	200013	0.428434522288
chr1	58935395	58935395	59161774	226379	200275	0.42576641046
chr1	59161794	59161794	59403778	241984	202135	0.402334855466
chr1	59403780	59403780	59655273	251493	200198	0.405111056327
chr1	59655299	59655299	59882127	226828	200725	0.385841316587
chr1	59882129	59882129	60107214	225085	201229	0.392263401544
chr1	60107277	60107277	60340762	233485	201013	0.373636963244
chr1	60340764	60340764	60580009	239245	200163	0.376190197537
chr1	60580012	60580012	60825630	245618	200630	0.39149251483
chr1	60825634	60825634	61052347	226713	200248	0.415946964016
chr1	61052349	61052349	61276791	224442	202387	0.386169316931
chr1	61276795	61276795	61497772	220977	200389	0.40132501878
chr1	61497787	61497787	61759125	261338	200075	0.410933691489
chr1	61759136	61759136	62025531	266395	200525	0.393894803225
chr1	62025569	62025569	62300798	275229	200154	0.44124550376
chr1	62300800	62300800	62550709	249909	200124	0.411328078108
chr1	62550712	62550712	62820272	269560	200665	0.378474630974
chr1	62820275	62820275	63045823	225548	200021	0.398090880474
chr1	63045825	63045825	63281134	235309	200106	0.389239726318
chr1	63281140	63281140	63539452	258312	200096	0.39361936875
chr1	63539455	63539455	63777837	238382	200404	0.417521383656
chr1	63777840	63777840	63998767	220927	202944	0.411591106605
chr1	63998819	63998819	64226563	227744	200163	0.406533623131
chr1	64226567	64226567	64480658	254091	200397	0.411303779733
chr1	64480668	64480668	64703382	222714	200168	0.398266843275
chr1	64703386	64703386	64934864	231478	201369	0.405259224379
chr1	64934869	64934869	65198799	263930	200890	0.427820149963
chr1	65198807	65198807	65432444	233637	200683	0.402811186536
chr1	65432446	65432446	65698899	266453	200076	0.378864644554
chr1	65698964	65698964	65947111	248147	200337	0.37159275916
chr1	65947113	65947113	66178842	231729	200353	0.366568851681
chr1	66178869	66178869	66403719	224850	200228	0.390574202472
chr1	66403721	66403721	66643969	240248	200203	0.386582254245
chr1	66643971	66643971	66878202	234231	200147	0.367866047338
chr1	66878213	66878213	67120309	242096	200030	0.377757675642
chr1	67120323	67120323	67389037	268714	200115	0.403494408574
chr1	67389040	67389040	67643565	254525	200679	0.430093585724
chr1	67643568	67643568	67863897	220329	201324	0.413339082286
chr1	67863899	67863899	68112755	248856	200823	0.394447413575
chr1	68112759	68112759	68347014	234255	200184	0.413376818523
chr1	68347016	68347016	68591416	244400	201603	0.373750516569
chr1	68591419	68591419	68833583	242164	200056	0.371085829909
chr1	68833585	68833585	69092934	259349	200003	0.379888181993
chr1	69092936	69092936	69328846	235910	200006	0.368427076313
chr1	69328851	69328851	69572274	243423	200552	0.367757493098
chr1	69572276	69572276	69791283	219007	200092	0.348644798364
chr1	69791286	69791286	70045648	254362	203600	0.356223192839
chr1	70045704	70045704	70276843	231139	200810	0.359743012893
chr1	70276854	70276854	70539882	263028	200106	0.391591801664
chr1	70539884	70539884	70791751	251867	200045	0.376729080312
chr1	70791777	70791777	71029798	238021	200003	0.378284360269
chr1	71029866	71029866	71267847	237981	200249	0.374448487701
chr1	71267849	71267849	71499062	231213	201035	0.36105512642
chr1	71499064	71499064	71724006	224942	200295	0.358593065799
chr1	71724011	71724011	71952875	228864	200014	0.355309898849
chr1	71952877	71952877	72167985	215108	200208	0.338674811375
chr1	72168008	72168008	72401191	233183	200035	0.345315287498
chr1	72401205	72401205	72629096	227891	202019	0.347835816966
